county,precinct,office,district,candidate,party,votes,election_day,early_voting
Wayne,51,U.S. Senate,,John R. Raese,REP,5,5,0
Wayne,52,U.S. Senate,,John R. Raese,REP,6,6,0
Wayne,53,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,54,U.S. Senate,,John R. Raese,REP,11,11,0
Wayne,56,U.S. Senate,,John R. Raese,REP,21,21,0
Wayne,57,U.S. Senate,,John R. Raese,REP,16,16,0
Wayne,59,U.S. Senate,,John R. Raese,REP,25,25,0
Wayne,60,U.S. Senate,,John R. Raese,REP,35,35,0
Wayne,61,U.S. Senate,,John R. Raese,REP,18,18,0
Wayne,62,U.S. Senate,,John R. Raese,REP,30,30,0
Wayne,63,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,1,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,3,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,5,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,6,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,11,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,12,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,13,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,14,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,16,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,17,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,18,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,19,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,20,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,21,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,22,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,30,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,31,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,34,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,36,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,37,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,41,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,42,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,45,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,48,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,49,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,51,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,52,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,53,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,54,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,56,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,57,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,59,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,60,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,61,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,62,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,63,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,1,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,3,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,5,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,6,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,11,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,12,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,13,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,14,U.S. Senate,,Kenneth A. Culp,REP,2,2,0
Wayne,16,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,17,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,18,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,19,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,20,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,21,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,22,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,30,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,31,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,34,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,36,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,37,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,41,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,42,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,45,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,48,U.S. Senate,,Kenneth A. Culp,REP,2,2,0
Wayne,49,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,51,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,52,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,53,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,54,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,56,U.S. Senate,,Kenneth A. Culp,REP,2,2,0
Wayne,57,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,59,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,60,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,61,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,62,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,63,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
Wayne,1,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,3,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,5,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,6,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,11,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,12,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,13,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,14,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,16,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,17,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,18,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,19,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,20,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,21,U.S. Senate,,Albert Howard,REP,1,1,0
Wayne,22,U.S. Senate,,Albert Howard,REP,1,1,0
Wayne,30,U.S. Senate,,Albert Howard,REP,1,1,0
Wayne,31,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,34,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,36,U.S. Senate,,Albert Howard,REP,1,1,0
Wayne,37,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,41,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,42,U.S. Senate,,Albert Howard,REP,1,1,0
Wayne,45,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,48,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,49,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,51,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,52,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,53,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,54,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,56,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,57,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,59,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,60,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,61,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,62,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,63,U.S. Senate,,Albert Howard,REP,0,0,0
Wayne,1,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,3,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,5,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,6,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,11,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,12,U.S. Senate,,Lynette Kennedy Mcquain,REP,1,1,0
Wayne,13,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,14,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,16,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,17,U.S. Senate,,Lynette Kennedy Mcquain,REP,1,1,0
Wayne,18,U.S. Senate,,Lynette Kennedy Mcquain,REP,1,1,0
Wayne,19,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,20,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,21,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,22,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,30,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,31,U.S. Senate,,Lynette Kennedy Mcquain,REP,1,1,0
Wayne,34,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,36,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,37,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,41,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,42,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,45,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,48,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,49,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,51,U.S. Senate,,Lynette Kennedy Mcquain,REP,1,1,0
Wayne,52,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,53,U.S. Senate,,Lynette Kennedy Mcquain,REP,1,1,0
Wayne,54,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,56,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,57,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,59,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,60,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,61,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,62,U.S. Senate,,Lynette Kennedy Mcquain,REP,2,2,0
Wayne,63,U.S. Senate,,Lynette Kennedy Mcquain,REP,0,0,0
Wayne,1,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,3,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,5,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,6,U.S. Senate,,Scott H. Williams,REP,1,1,0
Wayne,11,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,12,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,13,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,14,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,16,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,17,U.S. Senate,,Scott H. Williams,REP,2,2,0
Wayne,18,U.S. Senate,,Scott H. Williams,REP,1,1,0
Wayne,19,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,20,U.S. Senate,,Scott H. Williams,REP,1,1,0
Wayne,21,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,22,U.S. Senate,,Scott H. Williams,REP,1,1,0
Wayne,30,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,31,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,34,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,36,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,37,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,41,U.S. Senate,,Scott H. Williams,REP,2,2,0
Wayne,42,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,45,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,48,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,49,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,51,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,52,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,53,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,54,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,56,U.S. Senate,,Scott H. Williams,REP,1,1,0
Wayne,57,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,59,U.S. Senate,,Scott H. Williams,REP,2,2,0
Wayne,60,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,61,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,62,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,63,U.S. Senate,,Scott H. Williams,REP,0,0,0
Wayne,1,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,3,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,5,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,6,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,11,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,12,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,13,U.S. Senate,,Mac Warner,REP,2,2,0
Wayne,14,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,16,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,17,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,18,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,19,U.S. Senate,,Mac Warner,REP,7,7,0
Wayne,20,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,21,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,22,U.S. Senate,,Mac Warner,REP,3,3,0
Wayne,30,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,31,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,34,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,36,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,37,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,41,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,42,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,45,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,48,U.S. Senate,,Mac Warner,REP,2,2,0
Wayne,49,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,51,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,52,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,53,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,54,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,56,U.S. Senate,,Mac Warner,REP,4,4,0
Wayne,57,U.S. Senate,,Mac Warner,REP,1,1,0
Wayne,59,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,60,U.S. Senate,,Mac Warner,REP,2,2,0
Wayne,61,U.S. Senate,,Mac Warner,REP,0,0,0
Wayne,62,U.S. Senate,,Mac Warner,REP,6,6,0
Wayne,63,U.S. Senate,,Mac Warner,REP,2,2,0
Wayne,1,U.S. Senate,,Ken Hechler,DEM,6,6,0
Wayne,3,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,5,U.S. Senate,,Ken Hechler,DEM,21,21,0
Wayne,6,U.S. Senate,,Ken Hechler,DEM,3,3,0
Wayne,11,U.S. Senate,,Ken Hechler,DEM,4,4,0
Wayne,12,U.S. Senate,,Ken Hechler,DEM,6,6,0
Wayne,13,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,14,U.S. Senate,,Ken Hechler,DEM,11,11,0
Wayne,16,U.S. Senate,,Ken Hechler,DEM,2,2,0
Wayne,17,U.S. Senate,,Ken Hechler,DEM,10,10,0
Wayne,18,U.S. Senate,,Ken Hechler,DEM,11,11,0
Wayne,19,U.S. Senate,,Ken Hechler,DEM,4,4,0
Wayne,20,U.S. Senate,,Ken Hechler,DEM,10,10,0
Wayne,21,U.S. Senate,,Ken Hechler,DEM,3,3,0
Wayne,22,U.S. Senate,,Ken Hechler,DEM,12,12,0
Wayne,30,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,31,U.S. Senate,,Ken Hechler,DEM,4,4,0
Wayne,34,U.S. Senate,,Ken Hechler,DEM,2,2,0
Wayne,36,U.S. Senate,,Ken Hechler,DEM,7,7,0
Wayne,37,U.S. Senate,,Ken Hechler,DEM,0,0,0
Wayne,41,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,42,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,45,U.S. Senate,,Ken Hechler,DEM,6,6,0
Wayne,48,U.S. Senate,,Ken Hechler,DEM,16,16,0
Wayne,49,U.S. Senate,,Ken Hechler,DEM,15,15,0
Wayne,50,U.S. Senate,,Ken Hechler,DEM,9,9,0
Wayne,51,U.S. Senate,,Ken Hechler,DEM,14,14,0
Wayne,52,U.S. Senate,,Ken Hechler,DEM,3,3,0
Wayne,53,U.S. Senate,,Ken Hechler,DEM,9,9,0
Wayne,54,U.S. Senate,,Ken Hechler,DEM,1,1,0
Wayne,56,U.S. Senate,,Ken Hechler,DEM,7,7,0
Wayne,57,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,59,U.S. Senate,,Ken Hechler,DEM,14,14,0
Wayne,60,U.S. Senate,,Ken Hechler,DEM,10,10,0
Wayne,61,U.S. Senate,,Ken Hechler,DEM,5,5,0
Wayne,62,U.S. Senate,,Ken Hechler,DEM,8,8,0
Wayne,63,U.S. Senate,,Ken Hechler,DEM,7,7,0
Wayne,1,U.S. Senate,,Sheirl Fletcher,DEM,4,4,0
Wayne,3,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,5,U.S. Senate,,Sheirl Fletcher,DEM,4,4,0
Wayne,6,U.S. Senate,,Sheirl Fletcher,DEM,0,0,0
Wayne,11,U.S. Senate,,Sheirl Fletcher,DEM,0,0,0
Wayne,12,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,13,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,14,U.S. Senate,,Sheirl Fletcher,DEM,10,10,0
Wayne,16,U.S. Senate,,Sheirl Fletcher,DEM,3,3,0
Wayne,17,U.S. Senate,,Sheirl Fletcher,DEM,3,3,0
Wayne,18,U.S. Senate,,Sheirl Fletcher,DEM,6,6,0
Wayne,19,U.S. Senate,,Sheirl Fletcher,DEM,4,4,0
Wayne,20,U.S. Senate,,Sheirl Fletcher,DEM,2,2,0
Wayne,21,U.S. Senate,,Sheirl Fletcher,DEM,0,0,0
Wayne,22,U.S. Senate,,Sheirl Fletcher,DEM,7,7,0
Wayne,30,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,31,U.S. Senate,,Sheirl Fletcher,DEM,0,0,0
Wayne,34,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,36,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,37,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,41,U.S. Senate,,Sheirl Fletcher,DEM,2,2,0
Wayne,42,U.S. Senate,,Sheirl Fletcher,DEM,5,5,0
Wayne,45,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,48,U.S. Senate,,Sheirl Fletcher,DEM,11,11,0
Wayne,49,U.S. Senate,,Sheirl Fletcher,DEM,9,9,0
Wayne,50,U.S. Senate,,Sheirl Fletcher,DEM,7,7,0
Wayne,51,U.S. Senate,,Sheirl Fletcher,DEM,3,3,0
Wayne,52,U.S. Senate,,Sheirl Fletcher,DEM,2,2,0
Wayne,53,U.S. Senate,,Sheirl Fletcher,DEM,4,4,0
Wayne,54,U.S. Senate,,Sheirl Fletcher,DEM,3,3,0
Wayne,56,U.S. Senate,,Sheirl Fletcher,DEM,5,5,0
Wayne,57,U.S. Senate,,Sheirl Fletcher,DEM,5,5,0
Wayne,59,U.S. Senate,,Sheirl Fletcher,DEM,8,8,0
Wayne,60,U.S. Senate,,Sheirl Fletcher,DEM,4,4,0
Wayne,61,U.S. Senate,,Sheirl Fletcher,DEM,1,1,0
Wayne,62,U.S. Senate,,Sheirl Fletcher,DEM,4,4,0
Wayne,63,U.S. Senate,,Sheirl Fletcher,DEM,0,0,0
Wayne,1,U.S. Senate,,Joe Manchin Iii,DEM,79,79,0
Wayne,3,U.S. Senate,,Joe Manchin Iii,DEM,44,44,0
Wayne,5,U.S. Senate,,Joe Manchin Iii,DEM,62,62,0
Wayne,6,U.S. Senate,,Joe Manchin Iii,DEM,31,31,0
Wayne,11,U.S. Senate,,Joe Manchin Iii,DEM,30,30,0
Wayne,12,U.S. Senate,,Joe Manchin Iii,DEM,57,57,0
Wayne,13,U.S. Senate,,Joe Manchin Iii,DEM,66,66,0
Wayne,14,U.S. Senate,,Joe Manchin Iii,DEM,79,79,0
Wayne,16,U.S. Senate,,Joe Manchin Iii,DEM,24,24,0
Wayne,17,U.S. Senate,,Joe Manchin Iii,DEM,45,45,0
Wayne,18,U.S. Senate,,Joe Manchin Iii,DEM,46,46,0
Wayne,19,U.S. Senate,,Joe Manchin Iii,DEM,48,48,0
Wayne,20,U.S. Senate,,Joe Manchin Iii,DEM,66,66,0
Wayne,21,U.S. Senate,,Joe Manchin Iii,DEM,38,38,0
Wayne,22,U.S. Senate,,Joe Manchin Iii,DEM,48,48,0
Wayne,30,U.S. Senate,,Joe Manchin Iii,DEM,42,42,0
Wayne,31,U.S. Senate,,Joe Manchin Iii,DEM,25,25,0
Wayne,34,U.S. Senate,,Joe Manchin Iii,DEM,44,44,0
Wayne,36,U.S. Senate,,Joe Manchin Iii,DEM,63,63,0
Wayne,37,U.S. Senate,,Joe Manchin Iii,DEM,33,33,0
Wayne,41,U.S. Senate,,Joe Manchin Iii,DEM,26,26,0
Wayne,42,U.S. Senate,,Joe Manchin Iii,DEM,22,22,0
Wayne,45,U.S. Senate,,Joe Manchin Iii,DEM,48,48,0
Wayne,48,U.S. Senate,,Joe Manchin Iii,DEM,54,54,0
Wayne,49,U.S. Senate,,Joe Manchin Iii,DEM,92,92,0
Wayne,50,U.S. Senate,,Joe Manchin Iii,DEM,62,62,0
Wayne,51,U.S. Senate,,Joe Manchin Iii,DEM,59,59,0
Wayne,52,U.S. Senate,,Joe Manchin Iii,DEM,34,34,0
Wayne,53,U.S. Senate,,Joe Manchin Iii,DEM,47,47,0
Wayne,54,U.S. Senate,,Joe Manchin Iii,DEM,53,53,0
Wayne,56,U.S. Senate,,Joe Manchin Iii,DEM,67,67,0
Wayne,57,U.S. Senate,,Joe Manchin Iii,DEM,56,56,0
Wayne,59,U.S. Senate,,Joe Manchin Iii,DEM,66,66,0
Wayne,60,U.S. Senate,,Joe Manchin Iii,DEM,59,59,0
Wayne,61,U.S. Senate,,Joe Manchin Iii,DEM,56,56,0
Wayne,62,U.S. Senate,,Joe Manchin Iii,DEM,71,71,0
Wayne,63,U.S. Senate,,Joe Manchin Iii,DEM,41,41,0
Wayne,1,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,3,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,5,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,6,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,11,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,12,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,13,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,14,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,16,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,17,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,18,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,19,U.S. Senate,,Jesse Johnson,MTN,1,1,0
Wayne,20,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,21,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,22,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,30,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,31,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,34,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,36,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,37,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,41,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,42,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,45,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,48,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,49,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,50,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,51,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,52,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,53,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,54,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,56,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,57,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,59,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,60,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,61,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,62,U.S. Senate,,Jesse Johnson,MTN,0,0,0
Wayne,63,U.S. Senate,,Jesse Johnson,MTN,0,0,0
